State,Player,HS City,HS Name,Years,From,To,Games,Career_Min_Played,Career_FG,Career_FGA,Career_3P,Career_3PA,Career_FT,Career_FTA,Career_ORB,Career_TRB,Career_AST,Career_STL,Career_BLK,Career_Turnovers,Career_Personal_Fouls,Career_Points,Career_FG%,Career_3P%,Career_FT%,Min_Played_PG,Points_PG,TRB_PG,AST_PG,
Georgia,Elmore Smith,Macon,Ballard-Hudson,8,1972,1979,562,17879,3169,6578,,,1203,2079,952,5962,808,325,1183,183,1941,7541,0.482,,0.579,31.8,13.4,10.6,1.4,
Georgia,Jabari Smith,Atlanta,Booker T. Washington,4,2001,2005,108,1063,125,303,1,8,78,113,49,178,66,37,26,54,166,329,0.413,0.125,0.69,9.8,3,1.6,0.6,
Georgia,Elmore Spencer,Atlanta,Booker T. Washington,5,1993,1997,157,2641,389,754,0,3,145,250,127,555,109,53,170,249,336,923,0.516,0,0.58,16.8,5.9,3.5,0.7,
Georgia,Brook Steppe,Sandy Springs,North Springs,5,1983,1989,238,2858,443,945,9,29,402,490,127,345,280,105,17,248,334,1297,0.469,0.31,0.82,12,5.4,1.4,1.2,
Georgia,Mark Strickland,Atlanta,McNair,8,1995,2003,281,3415,539,1105,2,9,201,301,268,771,102,79,110,163,321,1281,0.488,0.222,0.668,12.2,4.6,2.7,0.4,
Georgia,Aaron Swinson,Brunswick,Brunswick,1,1995,1995,9,51,10,18,0,0,4,5,3,8,3,1,0,5,8,24,0.556,,0.8,5.7,2.7,0.9,0.3,
Georgia,Joe Thomas,Atlanta,Marist School,1,1971,1971,39,204,23,86,,,9,20,,43,17,,,,19,55,0.267,,0.45,5.2,1.4,1.1,0.4,
Georgia,Trey Thompkins,Peachtree Corners,Wesleyan School,1,2012,2012,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,0.393,0.308,0.714,5,2.4,1,0.1,
Georgia,Al Thornton,Perry,Perry,4,2008,2011,296,8274,1368,3029,78,266,713,954,392,1233,353,185,152,424,771,3527,0.452,0.293,0.747,28,11.9,4.2,1.2,
Georgia,Sedale Threatt,Atlanta,Therrell,14,1984,1997,951,22436,3914,8075,188,642,1311,1608,371,1709,3613,1138,136,1296,2178,9327,0.485,0.293,0.815,23.6,9.8,1.8,3.8,
Georgia,Kenny Walker,Roberta,Crawford County,7,1987,1995,448,9050,1240,2556,7,34,641,856,742,1793,299,235,299,351,1184,3128,0.485,0.206,0.749,20.2,7,4,0.7,
Georgia,Perry Warbington,Atlanta,Price,1,1975,1975,5,70,4,21,,,2,2,2,8,16,0,0,,16,10,0.19,,1,14,2,1.6,3.2,
Georgia,Charlie Ward,Thomasville,Thomasville,11,1995,2005,630,14080,1400,3428,639,1754,508,659,242,1648,2539,776,128,1038,1276,3947,0.408,0.364,0.771,22.3,6.3,2.6,4,
Georgia,Mario West,Douglasville,Douglas County,4,2008,2011,162,796,56,125,2,10,40,71,60,142,51,45,8,31,134,154,0.448,0.2,0.563,4.9,1,0.9,0.3,
Georgia,Herb White,Decatur,Decatur,1,1971,1971,38,315,34,84,,,22,39,,48,47,,,,62,90,0.405,,0.564,8.3,2.4,1.3,1.2,
Georgia,Eddie Lee Wilkins,Cartersville,Cass,6,1985,1993,322,3787,596,1267,0,9,342,606,400,1002,62,82,60,288,609,1534,0.47,0,0.564,11.8,4.8,3.1,0.2,
Georgia,Gerald Wilkins,Atlanta,Mays,13,1986,1999,900,26084,4754,10564,418,1322,1810,2429,975,2646,2697,907,208,1687,1853,11736,0.45,0.316,0.745,29,13,2.9,3,
Georgia,Corey Williams,Macon,Northeast,2,1993,1994,39,288,36,98,1,4,19,23,20,37,29,6,2,13,30,92,0.367,0.25,0.826,7.4,2.4,0.9,0.7,
Georgia,Lou Williams,Snellville,South Gwinnett,17,2006,2022,1123,27104,5047,12045,1457,4146,4042,4803,431,2484,3789,952,192,1896,1439,15593,0.419,0.351,0.842,24.1,13.9,2.2,3.4,
Georgia,Dontonio Wingfield,Albany,Westover,4,1995,1998,114,1146,157,404,47,152,62,86,121,275,76,39,15,89,191,423,0.389,0.309,0.721,10.1,3.7,2.4,0.7,
Georgia,Al Wood,Gray,Jones County,6,1982,1987,417,9939,1980,4254,40,190,902,1143,459,1262,742,310,159,569,944,4902,0.465,0.211,0.789,23.8,11.8,3,1.8,
Georgia,Joby Wright,Savannah,Johnson,3,1973,1976,103,1267,188,403,0,0,60,129,38,291,38,5,5,28,225,436,0.467,,0.465,12.3,4.2,2.8,0.4,
Georgia,Sharone Wright,Macon,Southwest,4,1995,1998,203,4531,777,1705,1,12,419,678,419,1023,118,82,203,355,562,1974,0.456,0.083,0.618,22.3,9.7,5,0.6,
Georgia,Glen Rice Jr.,Marietta,Walton,2,2014,2015,16,152,14,52,6,24,9,13,6,24,9,6,1,11,18,43,0.269,0.25,0.692,9.5,2.7,1.5,0.6,
Georgia,Tony Mitchell,Swainsboro,Swainsboro,1,2014,2014,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0,,3.3,2,0.3,0.3,
Georgia,Jordan McRae,Hinesville,Liberty County,4,2016,2020,123,1696,302,724,83,234,159,206,34,225,167,45,30,87,147,846,0.417,0.355,0.772,13.8,6.9,1.8,1.4,
Georgia,Jaylen Brown,Marietta,Wheeler,8,2017,2024,540,16307,3780,7872,1028,2827,1450,2014,524,2840,1303,539,209,1115,1364,10038,0.48,0.364,0.72,30.2,18.6,5.3,2.4,
Georgia,Malik Beasley,Alpharetta,St. Francis,8,2017,2024,496,11456,1968,4631,1134,2949,332,415,202,1398,650,314,62,391,654,5402,0.425,0.385,0.8,23.1,10.9,2.8,1.3,
Georgia,Malcolm Brogdon,Norcross,Greater Atlanta Christian,8,2017,2024,439,12917,2497,5381,736,1884,1042,1193,342,1826,2058,357,103,751,816,6772,0.464,0.391,0.873,29.4,15.4,4.2,4.7,
Georgia,Tim Quarterman,Savannah,Johnson,2,2017,2018,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,0.438,0.333,0.4,4.9,1.8,0.9,0.6,
Georgia,Marcus Georges-Hunt,College Park,North Clayton,2,2017,2018,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,0.418,0.294,0.71,5.8,1.6,0.5,0.2,
Georgia,Jaron Blossomgame,Johns Creek,Chattahoochee,1,2019,2019,27,439,47,106,10,39,10,13,26,98,13,7,8,11,20,114,0.443,0.256,0.769,16.3,4.2,3.6,0.5,
Georgia,Kobi Simmons,Alpharetta,St. Francis,4,2018,2024,42,740,90,216,14,52,27,27,16,61,85,24,9,46,66,221,0.417,0.269,1,17.6,5.3,1.5,2,
Georgia,Antonius Cleveland,Ludowici,Faith Baptist Christian Academy,2,2018,2020,28,169,12,35,3,7,7,11,5,21,3,8,8,9,31,34,0.343,0.429,0.636,6,1.2,0.8,0.1,
Georgia,Wendell Carter Jr.,Atlanta,Pace Academy,6,2019,2024,315,8689,1497,2893,241,722,712,979,729,2681,631,195,240,506,909,3947,0.517,0.334,0.727,27.6,12.5,8.5,2,
Georgia,Collin Sexton,Mableton,Pebblebrook,6,2019,2024,344,10399,2368,5054,501,1307,1262,1513,297,973,1241,270,47,791,776,6499,0.469,0.383,0.834,30.2,18.9,2.8,3.6,
Georgia,Josh Okogie,Snellville,Shiloh,6,2019,2024,376,7327,758,1884,239,815,603,806,403,1117,447,340,157,315,663,2358,0.402,0.293,0.748,19.5,6.3,3,1.2,
Georgia,Jordan Loyd,Milton,Milton,1,2019,2019,12,55,8,18,4,8,9,11,1,9,6,0,0,2,5,29,0.444,0.5,0.818,4.6,2.4,0.8,0.5,
Georgia,Brandon Goodwin,Norcross,Norcross,4,2019,2022,133,1609,230,590,79,251,89,122,34,211,251,54,5,104,130,628,0.39,0.315,0.73,12.1,4.7,1.6,1.9,
Georgia,Kaiser Gates,Alpharetta,St. Francis,1,2024,2024,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,7,0,1,0,
Georgia,Chuma Okeke,Atlanta,Westlake,4,2021,2024,189,3832,434,1133,216,680,105,133,133,704,276,173,82,128,202,1189,0.383,0.318,0.789,20.3,6.3,3.7,1.5,
Georgia,Jared Harper,Mableton,Pebblebrook,3,2020,2022,16,67,15,34,5,15,7,8,2,4,15,4,1,5,6,42,0.441,0.333,0.875,4.2,2.6,0.3,0.9,
Georgia,Devontae Cacok,Alpharetta,Alpharetta,3,2020,2022,36,228,41,66,0,0,9,18,22,79,8,13,11,8,24,91,0.621,,0.5,6.3,2.5,2.2,0.2,
Georgia,Hassani Gravett,Douglasville,Alexander,1,2022,2022,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,0.474,0.423,0.75,21.4,6.3,2.6,2.5,
Georgia,Julius Keye,Marietta,Lemon Street,6,1970,1975,418,13676,1264,3027,4,22,629,1009,1389,4602,657,44,380,682,1407,3161,0.418,0.182,0.623,32.7,7.6,11,1.6,
Georgia,Jordan Adams,Lawrenceville,Central Gwinnett,2,2015,2016,32,263,37,92,10,26,17,28,9,30,19,19,7,16,26,101,0.402,0.385,0.607,8.2,3.2,0.9,0.6,
Georgia,William Avery,Augusta,Westside,3,2000,2002,142,1205,137,415,40,157,65,91,17,93,199,34,6,106,125,379,0.33,0.255,0.714,8.5,2.7,0.7,1.4,
Georgia,Lorenzo Brown,Roswell,Centennial,5,2014,2019,103,1185,123,338,18,106,29,41,28,151,183,61,15,74,101,293,0.364,0.17,0.707,11.5,2.8,1.5,1.8,
Georgia,Josh Smith,Powder Springs,McEachern,13,2005,2018,894,29000,5089,11247,450,1578,2368,3748,1717,6653,2789,1083,1713,2197,2461,12996,0.452,0.285,0.632,32.4,14.5,7.4,3.1,
Georgia,Anthony Edwards,Atlanta,Therrell,4,2021,2024,302,10392,2479,5555,789,2232,1173,1480,220,1567,1241,413,182,850,620,6920,0.446,0.353,0.793,34.4,22.9,5.2,4.1,
Georgia,Isaac Okoro,Powder Springs,McEachern,4,2021,2024,279,7693,852,1824,263,757,404,552,259,800,468,231,110,240,647,2371,0.467,0.347,0.732,27.6,8.5,2.9,1.7,
Georgia,Devin Vassell,Suwanee,Peachtree Ridge,4,2021,2024,239,6419,1208,2718,458,1242,365,451,103,889,605,235,99,245,362,3239,0.444,0.369,0.809,26.9,13.6,3.7,2.5,
Georgia,Ashton Hagans,Covington,Newton,2,2021,2024,21,320,29,71,8,25,14,17,14,45,54,11,9,31,40,80,0.408,0.32,0.824,15.2,3.8,2.1,2.6,
Georgia,Reggie Perry,Thomasville,Thomasville,2,2021,2022,36,398,72,157,7,37,19,28,42,120,26,15,12,26,73,170,0.459,0.189,0.679,11.1,4.7,3.3,0.7,
Georgia,Anthony Edwards,Atlanta,Holy Spirit Prep School,4,2021,2024,302,10392,2479,5555,789,2232,1173,1480,220,1567,1241,413,182,850,620,6920,0.446,0.353,0.793,34.4,22.9,5.2,4.1,
Georgia,Ahmad Caver,Atlanta,Charles Drew,1,2022,2022,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,,,1,2,0,0,
Georgia,Ahmad Caver,Suwanee,North Gwinnett,1,2022,2022,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,,,1,2,0,0,
Georgia,Kevon Harris,Lithonia,Martin Luther King Jr.,2,2023,2024,36,463,49,110,16,43,31,41,28,72,17,17,5,22,56,145,0.445,0.372,0.756,12.9,4,2,0.5,
Georgia,Tre Scott,Darien,McIntosh County Academy,1,2022,2022,2,11,3,6,0,1,0,0,1,2,0,1,1,0,2,6,0.5,0,,5.5,3,1,0,
Georgia,Davion Mitchell,Hinesville,Liberty County,3,2022,2024,227,4624,679,1565,221,675,111,158,68,366,632,116,42,219,338,1690,0.434,0.327,0.703,20.4,7.4,1.6,2.8,
Georgia,JT Thor,Norcross,Norcross,3,2022,2024,165,2012,199,476,74,231,56,87,90,341,84,41,61,69,152,528,0.418,0.32,0.644,12.2,3.2,2.1,0.5,
Georgia,Sharife Cooper,Powder Springs,McEachern,1,2022,2022,13,39,3,14,1,6,0,0,0,5,5,0,0,5,1,7,0.214,0.167,,3,0.5,0.4,0.4,
Georgia,Brandon Boston Jr.,Norcross,Norcross,3,2022,2024,105,1353,241,608,60,192,111,143,43,193,84,46,21,67,104,653,0.396,0.313,0.776,12.9,6.2,1.8,0.8,
Georgia,M.J. Walker,Jonesboro,Jonesboro,1,2022,2022,2,8,0,4,0,2,0,0,0,1,1,2,0,0,1,0,0,0,,4,0,0.5,0.5,
Georgia,Aleem Ford,Lawrenceville,Archer,1,2022,2022,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,0.3,0.133,,14.8,2.8,3,0.4,
Georgia,Scoot Henderson,Marietta,Carlton J. Kell,1,2024,2024,62,1765,307,797,87,268,167,204,53,194,336,48,13,212,195,868,0.385,0.325,0.819,28.5,14,3.1,5.4,
Georgia,Jabari Smith Jr.,Tyrone,Sandy Creek,2,2023,2024,155,4875,742,1725,258,771,312,391,261,1185,222,95,135,193,427,2054,0.43,0.335,0.798,31.5,13.3,7.6,1.4,
Georgia,Walker Kessler,College Park,Woodward Academy,2,2023,2024,138,3196,527,764,5,22,138,252,396,1101,129,56,327,124,301,1197,0.69,0.227,0.548,23.2,8.7,8,0.9,
Georgia,Ben Sheppard,Norcross,Greater Atlanta Christian,1,2024,2024,57,814,90,229,49,156,23,26,15,89,53,33,2,15,88,252,0.393,0.314,0.885,14.3,4.4,1.6,0.9,
Georgia,D'Moi Hodge,Ludowici,Faith Baptist Christian Academy,1,2024,2024,7,41,5,15,3,12,1,2,0,0,5,1,1,1,4,14,0.333,0.25,0.5,5.9,2,0,0.7,
DC,Tim Bassett,Washington,McKinley,7,1974,1980,473,11230,1220,2883,4,14,489,831,1149,3148,576,358,227,473,1264,2933,0.423,0.286,0.588,23.7,6.2,6.7,1.2,
DC,John Battle,Washington,McKinley,10,1986,1995,612,10910,2054,4430,62,227,1168,1472,178,824,1257,273,43,659,874,5338,0.464,0.273,0.793,17.8,8.7,1.3,2.1,
DC,Elgin Baylor*,Washington,Spingarn,14,1959,1972,846,33863,8693,20171,,,5763,7391,,11463,3650,,,,2596,23149,0.431,,0.78,40,27.4,13.5,4.3,
DC,Dave Bing*,Washington,Spingarn,12,1967,1978,901,32769,6962,15769,,,4403,5683,418,3420,5397,483,89,216,2615,18327,0.441,,0.775,36.4,20.3,3.8,6,
DC,Ruben Boumtje-Boumtje,Washington,Archbishop Carroll,3,2002,2004,44,276,14,38,0,0,15,27,22,57,6,4,17,14,40,43,0.368,,0.556,6.3,1,1.3,0.1,
DC,Austin Carr,Washington,Mackin,10,1972,1981,682,19660,4359,9714,2,13,1753,2181,711,1990,1878,433,66,470,1394,10473,0.449,0.154,0.804,28.8,15.4,2.9,2.8,
DC,Jerry Chambers,Washington,Eastern,6,1967,1974,320,5155,1115,2534,2,10,435,562,120,1032,270,11,3,83,639,2667,0.44,0.2,0.774,16.1,8.3,3.2,0.8,
DC,Robert Churchwell,Washington,Gonzaga,1,1996,1996,4,20,3,8,0,0,0,0,0,3,1,0,0,2,1,6,0.375,,,5,1.5,0.8,0.3,
DC,Johnny Dawkins,Washington,Mackin,9,1987,1995,541,14859,2361,5175,180,545,1082,1262,333,1336,2997,618,29,1108,837,5984,0.456,0.33,0.857,27.5,11.1,2.5,5.5,
DC,Sherman Douglas,Washington,Spingarn,12,1990,2001,765,21148,3335,6886,154,576,1601,2361,558,1672,4536,785,76,1761,1615,8425,0.484,0.267,0.678,27.6,11,2.2,5.9,
DC,John Duren,Washington,Dunbar,3,1981,1983,201,2947,317,729,3,25,75,100,60,226,411,104,11,205,400,712,0.435,0.12,0.75,14.7,3.5,1.1,2,
DC,Jack George,Washington,St. John's College,8,1954,1961,506,15860,1901,5226,,,1351,1918,,2129,2169,,,,1242,5153,0.364,,0.704,31.3,10.2,4.2,4.3,
DC,Claude Gregory,Washington,Coolidge,2,1986,1988,25,315,62,136,0,1,12,36,39,97,16,10,13,24,38,136,0.456,0,0.333,12.6,5.4,3.9,0.6,
DC,Keith Herron,Washington,Mackin,3,1979,1982,124,2620,485,1108,2,12,247,288,112,242,174,105,30,170,190,1219,0.438,0.167,0.858,21.1,9.8,2,1.4,
DC,Donald Hodge,Washington,Coolidge,5,1992,1996,249,3501,462,1057,4,14,254,357,306,809,191,84,95,236,531,1182,0.437,0.286,0.711,14.1,4.7,3.2,0.8,
DC,Tom Hoover,Washington,Archbishop Carroll,5,1964,1969,223,4277,480,1075,4,12,347,554,145,1388,237,,,311,748,1311,0.447,0.333,0.626,19.2,5.9,6.2,1.1,
DC,Mike Jackson,Washington,Cardozo,4,1973,1976,264,5918,1055,2077,4,15,569,743,556,1506,254,117,63,538,882,2683,0.508,0.267,0.766,22.4,10.2,5.7,1,
DC,Anthony Jones,Washington,Dunbar,3,1987,1990,164,1704,234,595,15,49,111,150,87,214,119,85,38,96,176,594,0.393,0.306,0.74,10.4,3.6,1.3,0.7,
DC,Collis Jones,Washington,St. John's College,4,1972,1975,298,6231,955,2105,6,28,510,727,660,1409,338,126,46,335,707,2426,0.454,0.214,0.702,20.9,8.1,4.7,1.1,
DC,Earl Jones,Washington,Spingarn,2,1985,1986,14,50,5,13,0,0,3,4,4,10,4,0,1,8,13,13,0.385,,0.75,3.6,0.9,0.7,0.3,
DC,Eddie Jordan,Washington,Archbishop Carroll,7,1978,1984,420,8507,1349,3256,22,98,694,909,216,788,1595,766,96,897,893,3414,0.414,0.224,0.763,20.3,8.1,1.9,3.8,
DC,Bobby Lewis,Washington,St. John's College,4,1968,1971,255,4303,564,1482,,,353,496,,533,555,,,,503,1481,0.381,,0.712,16.9,5.8,2.1,2.2,
DC,Cedric Lewis,Washington,Archbishop Carroll,1,1996,1996,3,4,2,3,0,0,0,0,2,2,0,1,0,0,0,4,0.667,,,1.3,1.3,0.7,0,
DC,Gene Littles,Washington,McKinley,6,1970,1975,450,11310,1606,3373,25,104,829,1124,578,1475,1336,277,21,650,1048,4066,0.476,0.24,0.738,25.1,9,3.3,3,
DC,Bill Martin,Washington,McKinley,3,1986,1988,84,860,168,374,0,9,61,75,53,136,58,30,9,74,129,397,0.449,0,0.813,10.2,4.7,1.6,0.7,
DC,Moochie Norris,Washington,Cardozo,9,1997,2006,445,7640,816,2033,116,406,524,708,209,868,1233,321,19,524,484,2272,0.401,0.286,0.74,17.2,5.1,2,2.8,
DC,Curtis Perry,Washington,Western,8,1971,1978,480,13656,1904,4188,,,770,1101,1022,4239,906,379,291,63,1670,4578,0.455,,0.699,28.5,9.5,8.8,1.9,
DC,Dominic Pressley,Washington,Mackin,1,1989,1989,13,124,9,31,0,2,5,9,3,15,26,4,0,11,11,23,0.29,0,0.556,9.5,1.8,1.2,2,
DC,Bernard Robinson,Washington,Dunbar,3,2005,2007,128,1909,212,508,5,31,147,187,86,315,126,109,16,110,215,576,0.417,0.161,0.786,14.9,4.5,2.5,1,
DC,Craig Shelton,Washington,Dunbar,2,1981,1982,59,607,102,225,0,1,36,60,60,141,27,19,5,61,131,240,0.453,0,0.6,10.3,4.1,2.4,0.5,
DC,Tom Sluby,Washington,Gonzaga,1,1985,1985,31,151,30,58,0,2,13,21,5,12,16,3,0,11,18,73,0.517,0,0.619,4.9,2.4,0.4,0.5,
DC,Charles Smith,Washington,All Saints,3,1990,1996,73,588,65,150,0,10,56,83,14,76,115,37,3,44,89,186,0.433,0,0.675,8.1,2.5,1,1.6,
DC,Michael Smith,Washington,Dunbar,7,1995,2001,449,10552,950,1767,1,7,626,1183,1122,3193,661,361,248,526,1137,2527,0.538,0.143,0.529,23.5,5.6,7.1,1.5,
DC,Fatty Taylor,Washington,Spingarn,8,1970,1977,640,17706,1963,4481,29,141,1143,1692,1009,2524,2563,935,56,1516,2003,5098,0.438,0.206,0.676,27.7,8,3.9,4,
DC,John Thompson*,Washington,Archbishop Carroll,2,1965,1966,74,771,98,239,,,66,111,,260,19,,,,156,262,0.41,,0.595,10.4,3.5,3.5,0.3,
DC,John Tresvant,Washington,Spingarn,9,1965,1973,559,12296,1920,4256,,,1278,1843,,3546,806,,,,1754,5118,0.451,,0.693,22,9.2,6.3,1.4,
DC,Anthony Tucker,Washington,McKinley,1,1995,1995,62,982,96,210,0,1,51,83,44,170,68,46,11,56,129,243,0.457,0,0.614,15.8,3.9,2.7,1.1,
DC,Ben Warley,Washington,Phelps Vocational,8,1963,1970,436,8304,1267,3032,98,345,1054,1403,77,2436,356,,,250,1292,3686,0.418,0.284,0.751,19,8.5,5.6,0.8,
DC,Don Washington,Washington,Saint Anthony,2,1975,1976,56,496,91,201,0,2,38,56,45,102,33,13,20,52,111,220,0.453,0,0.679,8.9,3.9,1.8,0.6,
DC,Kermit Washington,Washington,Coolidge,10,1974,1988,507,12815,1778,3382,0,4,1110,1691,1522,4232,695,403,550,629,1630,4666,0.526,0,0.656,25.3,9.2,8.3,1.4,
DC,Stan Washington,Washington,Spingarn,1,1975,1975,1,4,0,1,,,0,0,0,0,0,0,0,,1,0,0,,,4,0,0,0,
DC,Duck Williams,Washington,Mackin,1,1980,1980,77,1794,232,519,0,12,42,60,21,106,183,100,11,107,166,506,0.447,0,0.7,23.3,6.6,1.4,2.4,
DC,Chris Wright,Washington,St. John's College,1,2013,2013,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0.5,,,1.3,0.7,0,0,
DC,Larry Wright,Washington,Western,6,1977,1982,343,6834,1190,2558,6,23,438,564,177,550,1165,283,58,436,791,2824,0.465,0.261,0.777,19.9,8.2,1.6,3.4,
DC,Josh Hart,Washington,Sidwell Friends,7,2018,2024,453,13232,1598,3483,568,1653,658,880,523,2969,1235,436,148,578,1041,4422,0.459,0.344,0.748,29.2,9.8,6.6,2.7,
DC,Lonny Baxter,Washington,Anacostia,4,2003,2006,162,1884,247,530,1,5,142,216,178,477,40,37,59,108,324,637,0.466,0.2,0.657,11.6,3.9,2.9,0.2,
DC,Nolan Smith,Washington,St. John's College,2,2012,2013,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,0.371,0.26,0.714,9.9,3.3,1,1.2,
DC,Saddiq Bey,Washington,Sidwell Friends,4,2021,2024,292,8804,1372,3360,650,1846,709,842,415,1532,538,246,54,281,449,4103,0.408,0.352,0.842,30.2,14.1,5.2,1.8,
DC,Jeff Dowtin,Washington,St. John's College,3,2022,2024,46,509,53,119,15,44,11,15,17,61,68,21,5,15,19,132,0.445,0.341,0.733,11.1,2.9,1.3,1.5,
DC,Luka Garza,Washington,Maret,3,2022,2024,85,754,165,338,39,120,97,138,110,194,42,16,9,38,122,466,0.488,0.325,0.703,8.9,5.5,2.3,0.5,
DC,Jamorko Pickett,Washington,Eastern,1,2022,2022,13,176,18,50,13,39,1,2,6,32,7,0,7,5,12,50,0.36,0.333,0.5,13.5,3.8,2.5,0.5,
DC,Elgin Baylor*,Washington,Phelps Vocational,14,1959,1972,846,33863,8693,20171,,,5763,7391,,11463,3650,,,,2596,23149,0.431,,0.78,40,27.4,13.5,4.3,
Hawaii,Red Rocha,Hilo,Hilo,9,1948,1957,586,10507,2276,6158,,,1810,2385,,2747,1153,,,,2113,6362,0.37,,0.759,29.9,10.9,6.6,2,
Idaho,Gary Freeman,Boise,Borah,1,1971,1971,52,382,69,134,,,29,40,,106,35,,,,67,167,0.515,,0.725,7.3,3.2,2,0.7,
Idaho,Steve Hayes,Aberdeen,Aberdeen,5,1982,1986,212,2296,233,483,0,1,79,158,203,526,85,32,102,99,438,545,0.482,0,0.5,10.8,2.6,2.5,0.4,
Idaho,Andy Toolson,Twin Falls,Twin Falls,2,1991,1996,60,523,58,146,15,44,28,37,32,73,32,14,2,26,70,159,0.397,0.341,0.757,8.7,2.7,1.2,0.5,
Idaho,Dale Wilkinson,Pocatello,Highland,1,1985,1985,12,45,4,16,0,1,6,7,1,4,2,0,0,4,10,14,0.25,0,0.857,3.8,1.2,0.3,0.2,
Illinois,Mark Aguirre,Chicago,Westinghouse,13,1982,1994,923,27730,7201,14865,392,1258,3664,4944,1704,4578,2871,687,296,2306,2599,18458,0.484,0.312,0.741,30,20,5,3.1,
Illinois,Tony Allen,Chicago,Crane Technical Preparatory,14,2005,2018,820,18055,2588,5447,125,444,1353,1909,1021,2884,1077,1158,337,1118,1947,6654,0.475,0.282,0.709,22,8.1,3.5,1.3,
Illinois,Ashraf Amaya,Melrose Park,Walther Lutheran,2,1996,1997,85,1248,133,292,1,2,112,177,133,355,36,29,13,67,180,379,0.455,0.5,0.633,14.7,4.5,4.2,0.4,
Illinois,Eric Anderson,Chicago,St. Francis de Sales,2,1993,1994,27,83,12,35,2,2,16,27,12,31,5,3,2,7,23,42,0.343,1,0.593,3.1,1.6,1.1,0.2,
Illinois,J.J. Anderson,Chicago,Metro,3,1983,1985,157,1970,306,658,0,9,139,249,186,439,110,107,39,131,251,751,0.465,0,0.558,12.5,4.8,2.8,0.7,
Illinois,Nick Anderson,Chicago,Simeon,13,1990,2002,800,24922,4416,9891,1055,2964,1642,2461,1011,4064,2087,1114,364,1358,1502,11529,0.446,0.356,0.667,31.2,14.4,5.1,2.6,
Illinois,Ron Anderson,Chicago,Bowen,10,1985,1994,664,15112,2936,6239,105,366,1079,1325,856,2312,952,470,90,730,1019,7056,0.471,0.287,0.814,22.8,10.6,3.5,1.4,
Illinois,Jim Ard,Harvey,Thornton Township,8,1971,1978,431,5766,752,1870,4,17,401,606,573,1832,278,59,121,291,747,1909,0.402,0.235,0.662,13.4,4.4,4.3,0.6,
Illinois,James Augustine,Mokena,Lincoln-Way Central,2,2007,2008,27,156,19,37,0,0,4,8,17,33,4,5,2,6,20,42,0.514,,0.5,5.8,1.6,1.2,0.1,
Illinois,Maurice Baker,Madison,Madison,1,2005,2005,5,19,0,1,0,0,0,0,1,2,1,1,0,1,3,0,0,,,3.8,0,0.4,0.2,
Illinois,Steve Bardo,Carbondale,Carbondale,3,1992,1996,33,299,28,85,1,10,16,23,13,60,44,12,4,22,45,73,0.329,0.1,0.696,9.1,2.2,1.8,1.3,
Illinois,Kenny Battle,Aurora,West Aurora,4,1990,1993,134,1795,243,482,4,30,137,189,138,327,106,98,31,91,214,627,0.504,0.133,0.725,13.4,4.7,2.4,0.8,
Illinois,Lloyd Batts,Harvey,Thornton Township,1,1975,1975,58,1317,249,680,42,147,58,94,71,197,106,73,6,89,104,598,0.366,0.286,0.617,22.7,10.3,3.4,1.8,
Illinois,Elmer Behnke,Marengo,Marengo,1,1952,1952,4,55,6,22,,,4,7,,17,4,,,,13,16,0.273,,0.571,13.8,4,4.3,1,
Illinois,Irv Bemoras,Chicago,Marshall,2,1954,1957,131,2479,309,890,,,209,311,,341,125,,,,228,827,0.347,,0.672,18.9,6.3,2.6,1,
Illinois,Patrick Beverley,Chicago,Marshall,12,2013,2024,666,17689,1929,4671,973,2623,689,906,685,2729,2245,708,343,792,1947,5520,0.413,0.371,0.76,26.6,8.3,4.1,3.4,
Illinois,Uwe Blab,Effingham,Effingham,5,1986,1990,235,1966,185,427,0,0,135,222,128,413,102,19,85,141,344,505,0.433,,0.608,8.4,2.1,1.8,0.4,
Illinois,Cory Blackwell,Chicago,Crane Technical Preparatory,1,1985,1985,60,551,87,237,0,2,28,55,42,96,26,25,3,44,55,202,0.367,0,0.509,9.2,3.4,1.6,0.4,
Illinois,Bucky Bockhorn,Campbell Hill,Trico Consolidated,7,1959,1965,474,14791,2245,5574,,,940,1256,,2234,1645,,,,1565,5430,0.403,,0.748,31.2,11.5,4.7,3.5,
Illinois,George Bon Salle,Wilmette,Loyola Academy,1,1962,1962,3,9,2,8,,,0,0,,2,0,,,,0,4,0.25,,,3,1.3,0.7,0,
Illinois,Walter Bond,Chicago,Collins,3,1993,1995,153,2427,329,805,41,137,174,227,80,289,177,97,34,146,360,873,0.409,0.299,0.767,15.9,5.7,1.9,1.2,
